,nickname,region,rank,rank_rr,rank_rating,level,match,playtime_hours,damage_round,kill_death_ratio,headshot_rate,winrate,win,kast,damage_roun,kills,death,assist,acs,kad_ratio,kill_round_ratio,first_blood,flawless_round,aces,round_win,agent1,agent1_hours,matches1,win_rate1,k/d1,adr1,acs1,average_ddealt_round1,best_map1,map1_wr,agent2,agent2_hours,matches2,win_rate2,k/d2,adr2,acs2,average_ddealt_round2,best_map2,map2_wr,agent3,agent3_hours,matches3,win_rate3,k/d3,adr3,acs3,average_ddealt_round3,best_map3,map3_wr,role1,win_rate1.1,win_lose1,kda_rate1,kda1,role2,win_rate2.1,win_lose2,kda_rate2,kda2,role3,win_rate3.1,win_lose3,kda_rate3,kda3,role4,win_rate4,win_lose4,kda_rate4,kda4,weapon_name1,weapon_type1,head_rate1,body_rate1,legs_rate1,kills1,weapon_name2,weapon_type2,head_rate2,body_rate2,legs_rate2,kills2,weapon_name3,weapon_type3,head_rate3,body_rate3,legs_rate3,kills3,map_name1,win_rate1.2,win_lose1.1,map_name2,win_rate2.2,win_lose2.1,map_name3,win_rate3.2,win_lose3.1,map_name4,win_rate4.1,win_lose4.1,map_name5,win_rate5,win_lose5,map_name6,win_rate6,win_lose6,map_name7,win_rate7,win_lose7
10,lucas mata onça#feio,br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,Zek#liso,br,Radiant,413.0,151.0,693.0,91.0,52.0,128.7,0.93,36.5,48.4,44.0,70.2,9.0,1339.0,1444.0,583.0,194.7,1.33,0.7,183.0,86.0,0.0,49.0,Cypher,8.5,16.0,50.0,1.13,142.2,213.5,10.0,Split,50.0,Astra,9.4,16.0,50.0,0.94,118.5,181.9,8.0,Pearl,44.0,Omen,6.4,12.0,33.3,0.81,120.8,179.7,20.0,Haven,33.0,Sentinel,48.0,12.13,1.34,415 / 372 / 84,Initiator,50.0,3.3,1.51,95 / 95 / 48,Controller,47.9,23.25,1.39,653 / 769 / 419,Duelist,50.0,6.6,1.0,176 / 208 / 32,Phantom,Assault Rifles,47.0,49.0,3.0,469.0,Vandal,Assault Rifles,52.0,46.0,3.0,415.0,Sheriff,Sidearms,66.0,33.0,1.0,135.0,Fracture,68.8,11.5,Abyss,58.3,7.5,Lotus,54.5,6.5,Split,53.8,7.6,Pearl,50.0,7.7,Bind,27.3,3.8,Haven,21.4,3.11
12,sokomukudiomi#0000,br,Radiant,501.0,88.0,532.0,264.0,145.0,139.0,1.01,30.4,47.7,126.0,70.0,4.0,4165.0,4143.0,1249.0,211.3,1.31,0.8,579.0,191.0,5.0,49.9,Sova,21.0,38.0,34.2,1.04,139.1,205.7,4.0,Haven,29.0,Clove,21.0,37.0,59.5,1.04,159.8,244.7,3.0,Lotus,64.0,Jett,18.0,34.0,29.4,0.96,130.2,199.5,11.0,Bind,33.0,Duelist,40.0,30.45,1.16,"1,145 / 1,178 / 221",Initiator,50.6,40.39,1.42,"1,202 / 1,168 / 451",Sentinel,44.3,27.33,1.24,957 / 925 / 192,Controller,59.2,29.18,1.43,861 / 872 / 385,Vandal,Assault Rifles,49.0,48.0,3.0,2321.0,Sheriff,Sidearms,66.0,32.0,1.0,296.0,Operator,Sniper Rifles,6.0,93.0,0.0,211.0,Split,64.9,24.13,Lotus,52.5,21.18,Fracture,50.0,18.17,Bind,47.4,18.19,Pearl,47.2,17.19,Abyss,42.1,16.22,Haven,30.8,12.27
13,CLOUD#18y,br,Radiant,355.0,216.0,127.0,158.0,86.0,147.4,1.09,22.9,57.6,91.0,73.9,12.0,2530.0,2321.0,836.0,222.4,1.45,0.8,411.0,126.0,2.0,52.7,Jett,36.0,65.0,61.5,1.24,167.3,252.8,29.0,Split,75.0,Neon,11.0,22.0,59.1,1.09,149.0,234.6,3.0,Lotus,57.0,Cypher,7.0,13.0,61.5,1.02,131.1,195.3,4.0,Fracture,67.0,Duelist,62.9,61.31,1.47,"1,727 / 1,439 / 389",Initiator,40.0,8.11,1.35,222 / 289 / 168,Sentinel,50.0,14.13,1.31,409 / 422 / 142,Controller,61.5,8.5,1.81,172 / 171 / 137,Vandal,Assault Rifles,42.0,53.0,5.0,984.0,Outlaw,Sniper Rifles,6.0,91.0,3.0,264.0,Operator,Sniper Rifles,7.0,91.0,2.0,174.0,Bind,68.2,15.6,Split,62.5,15.7,Fracture,60.9,14.9,Haven,59.3,16.9,Pearl,55.6,10.8,Lotus,47.8,11.1,Abyss,47.6,10.11
14,icy#wınd,br,Radiant,353.0,220.0,845.0,148.0,82.0,131.5,0.91,33.8,49.3,73.0,70.0,11.0,2116.0,2327.0,826.0,194.2,1.26,0.7,221.0,85.0,3.0,49.5,Clove,23.0,42.0,45.2,0.9,144.3,217.6,17.0,Pearl,57.0,Cypher,10.0,19.0,36.8,0.89,118.7,174.4,13.0,Split,33.0,Killjoy,7.0,12.0,33.3,0.76,130.5,182.9,14.0,Fracture,40.0,Duelist,54.2,13.11,1.2,355 / 366 / 85,Initiator,61.9,13.8,1.42,265 / 299 / 161,Sentinel,48.0,24.25,1.16,695 / 773 / 202,Controller,43.4,23.3,1.33,801 / 889 / 378,Vandal,Assault Rifles,49.0,48.0,4.0,1364.0,Sheriff,Sidearms,61.0,37.0,2.0,181.0,Ghost,Sidearms,51.0,48.0,1.0,154.0,Haven,68.4,13.6,Pearl,50.0,9.9,Abyss,50.0,12.12,Lotus,47.8,11.11,Fracture,47.6,10.11,Bind,45.8,11.13,Split,36.8,7.12
15,G U I#LópZz,br,Radiant,384.0,176.0,1033.0,81.0,44.0,149.7,1.12,41.8,46.9,38.0,70.0,10.0,1408.0,1255.0,170.0,225.8,1.26,0.8,256.0,64.0,4.0,48.4,Jett,40.0,74.0,47.3,1.14,152.6,230.8,13.0,Split,50.0,Tejo,2.4,4.0,50.0,1.03,134.2,195.5,4.0,Fracture,50.0,Raze,0.8,2.0,50.0,0.56,90.4,126.6,45.0,Bind,100.0,Duelist,46.8,36.4,1.26,"1,343 / 1,192 / 159",Initiator,50.0,2.2,1.21,65 / 63 / 11,,,,,,,,,,,Vandal,Assault Rifles,60.0,38.0,2.0,657.0,Phantom,Assault Rifles,50.0,48.0,1.0,128.0,Sheriff,Sidearms,65.0,35.0,0.0,118.0,Pearl,71.4,5.2,Split,53.8,7.6,Abyss,50.0,6.5,Lotus,44.4,4.5,Bind,42.9,6.8,Haven,40.0,4.6,Fracture,37.5,6.1
16,MENOR 7#2006,br,Radiant,378.0,185.0,420.0,111.0,60.0,154.5,1.12,26.3,59.5,66.0,73.7,18.0,1849.0,1656.0,613.0,229.7,1.49,0.8,231.0,96.0,4.0,51.5,Cypher,18.0,36.0,61.1,1.09,136.9,206.5,9.0,Haven,75.0,Clove,12.0,24.0,58.3,1.07,167.3,250.9,15.0,Abyss,80.0,Killjoy,6.9,13.0,69.2,1.35,161.3,231.7,40.0,Fracture,57.0,Duelist,57.1,12.9,1.32,340 / 330 / 95,Controller,58.3,14.1,1.5,430 / 403 / 173,Sentinel,60.7,34.21,1.52,913 / 765 / 250,Initiator,60.0,6.4,1.65,166 / 158 / 95,Vandal,Assault Rifles,37.0,59.0,4.0,1220.0,Sheriff,Sidearms,47.0,51.0,2.0,203.0,Ghost,Sidearms,39.0,60.0,1.0,104.0,Split,76.9,10.3,Pearl,76.9,10.3,Haven,64.7,11.6,Fracture,55.0,11.9,Abyss,53.8,7.6,Lotus,50.0,9.8,Bind,47.1,8.9
17,GrK#gabzz,br,Radiant,499.0,89.0,584.0,175.0,93.0,144.3,0.95,37.0,42.9,75.0,68.2,8.0,2810.0,2965.0,703.0,220.8,1.18,0.8,583.0,137.0,6.0,48.7,Jett,40.0,77.0,46.8,0.97,145.4,225.5,6.0,Haven,65.0,Raze,12.0,24.0,41.7,0.88,149.3,221.6,6.0,Bind,57.0,Reyna,10.0,21.0,57.1,0.97,144.3,221.6,9.0,Lotus,80.0,Controller,42.9,9.11,1.45,312 / 350 / 197,Duelist,47.1,65.72,1.16,"2,253 / 2,333 / 461",Sentinel,7.1,1.13,1.02,219 / 255 / 40,Initiator,0.0,0.2,1.15,26 / 27 / 5,Vandal,Assault Rifles,54.0,44.0,2.0,1841.0,Sheriff,Sidearms,53.0,46.0,1.0,368.0,Outlaw,Sniper Rifles,13.0,87.0,0.0,79.0,Haven,66.7,16.8,Bind,48.0,12.12,Split,47.8,11.12,Pearl,42.9,12.16,Fracture,39.1,9.13,Lotus,30.4,7.16,Abyss,27.6,8.21
18,KRÜ dods#2006,br,Radiant,449.0,114.0,696.0,68.0,36.0,175.8,1.24,39.6,55.9,38.0,73.3,30.0,1360.0,1095.0,229.0,269.3,1.45,1.0,262.0,63.0,10.0,51.9,Jett,14.0,27.0,51.9,1.36,183.3,289.7,37.0,Abyss,60.0,Yoru,9.1,17.0,64.7,1.33,177.8,272.0,40.0,Abyss,75.0,Raze,7.5,14.0,50.0,0.98,160.7,233.9,9.0,Lotus,40.0,Duelist,56.1,37.28,1.46,"1,322 / 1,058 / 221",Sentinel,0.0,0.1,0.95,17 / 20 / 2,Controller,100.0,1.0,1.59,21 / 17 / 6,,,,,,Vandal,Assault Rifles,56.0,42.0,2.0,726.0,Phantom,Assault Rifles,43.0,55.0,2.0,142.0,Sheriff,Sidearms,64.0,34.0,1.0,138.0,Split,75.0,6.2,Abyss,70.0,7.3,Pearl,60.0,6.4,Fracture,58.3,7.4,Lotus,55.6,5.4,Haven,40.0,4.6,Bind,33.3,3.6
19,rotini#guts,br,Radiant,349.0,229.0,134.0,61.0,33.0,171.6,1.37,58.0,55.7,34.0,77.8,39.0,1233.0,899.0,476.0,262.8,1.9,1.0,108.0,51.0,4.0,52.3,Brimstone,9.9,17.0,76.5,1.65,191.3,295.0,69.0,Fracture,70.0,Clove,5.7,13.0,53.8,1.17,168.0,259.4,13.0,Lotus,60.0,Omen,4.7,8.0,25.0,1.11,139.1,216.0,7.0,Haven,40.0,Sentinel,50.0,3.3,1.42,108 / 83 / 10,Duelist,66.7,2.1,1.96,86 / 48 / 8,Controller,59.5,25.16,1.98,850 / 620 / 378,Initiator,40.0,4.6,1.82,189 / 148 / 80,Vandal,Assault Rifles,70.0,28.0,2.0,884.0,Ghost,Sidearms,65.0,34.0,1.0,96.0,Sheriff,Sidearms,76.0,23.0,1.0,93.0,Fracture,70.0,7.2,Bind,70.0,7.3,Pearl,62.5,5.3,Split,60.0,6.4,Lotus,50.0,4.4,Haven,42.9,3.4,Abyss,25.0,2.6
20,jazzghost xiter#mine,br,Immortal 3,312.0,285.0,92.0,80.0,42.0,146.1,1.0,34.9,56.2,45.0,68.4,1.0,1303.0,1306.0,279.0,223.7,1.21,0.8,266.0,62.0,3.0,51.2,Jett,22.0,42.0,59.5,1.06,151.4,234.9,6.0,Split,71.0,Yoru,4.1,8.0,25.0,0.85,136.0,202.8,9.0,Abyss,50.0,Raze,3.8,7.0,71.4,1.13,166.8,252.7,18.0,Split,75.0,Duelist,54.0,34.29,1.22,"1,063 / 1,029 / 190",Sentinel,75.0,6.2,1.18,122 / 123 / 23,Controller,50.0,3.3,1.14,76 / 110 / 49,Initiator,66.7,2.1,1.34,42 / 44 / 17,Vandal,Assault Rifles,52.0,46.0,2.0,721.0,Sheriff,Sidearms,58.0,40.0,2.0,128.0,Ghost,Sidearms,48.0,51.0,1.0,93.0,Split,69.2,9.4,Bind,61.5,8.5,Haven,60.0,6.4,Fracture,60.0,6.4,Abyss,50.0,6.6,Lotus,45.5,5.6,Pearl,45.5,5.6
21,skyzin#tina,br,Radiant,423.0,144.0,493.0,124.0,68.0,135.0,0.92,29.7,49.2,61.0,68.3,11.0,1909.0,2079.0,587.0,204.6,1.2,0.7,286.0,81.0,7.0,49.8,Reyna,12.0,21.0,28.6,0.89,144.7,216.4,15.0,Abyss,60.0,Jett,6.7,14.0,35.7,0.99,144.3,226.8,5.0,Lotus,50.0,Clove,7.6,14.0,42.9,0.85,148.4,226.9,17.0,Lotus,67.0,Initiator,51.9,14.11,1.14,362 / 458 / 159,Duelist,41.2,21.29,1.15,806 / 865 / 185,Sentinel,72.7,16.6,1.35,358 / 320 / 74,Controller,41.7,10.13,1.27,383 / 436 / 169,Vandal,Assault Rifles,42.0,55.0,3.0,1212.0,Sheriff,Sidearms,57.0,42.0,0.0,228.0,Ghost,Sidearms,43.0,54.0,3.0,98.0,Lotus,54.5,12.9,Fracture,52.9,9.8,Pearl,52.9,9.8,Bind,52.6,10.8,Haven,50.0,8.8,Abyss,47.4,9.9,Split,28.6,4.9
22,ekko#369,br,Immortal 2,211.0,482.0,730.0,100.0,57.0,135.1,0.93,28.9,38.0,38.0,69.7,6.0,1466.0,1571.0,451.0,199.4,1.22,0.7,166.0,62.0,1.0,47.0,Clove,10.0,20.0,50.0,0.98,153.7,230.1,5.0,Split,75.0,Jett,9.3,16.0,43.8,1.0,135.9,208.0,4.0,Pearl,50.0,Tejo,8.8,14.0,42.9,0.89,132.2,188.1,7.0,Split,100.0,Duelist,42.4,14.19,1.16,504 / 528 / 106,Initiator,25.6,10.29,1.19,547 / 627 / 197,Controller,47.6,10.11,1.36,324 / 333 / 130,Sentinel,57.1,4.3,1.31,91 / 83 / 18,Vandal,Assault Rifles,43.0,54.0,3.0,836.0,Sheriff,Sidearms,51.0,46.0,2.0,136.0,Phantom,Assault Rifles,32.0,66.0,2.0,118.0,Split,69.2,9.4,Pearl,50.0,8.8,Abyss,35.7,5.9,Bind,33.3,5.1,Haven,33.3,5.1,Lotus,30.8,4.9,Fracture,14.3,2.12
23,SK0VINHA#Euler,br,Radiant,353.0,221.0,667.0,132.0,71.0,179.9,1.3,32.0,57.6,76.0,72.2,36.0,2625.0,2024.0,613.0,277.2,1.6,1.0,466.0,99.0,10.0,52.8,Reyna,16.0,31.0,61.3,1.67,221.0,344.8,72.0,Abyss,86.0,Jett,14.0,28.0,57.1,1.4,201.6,314.9,55.0,Abyss,75.0,Clove,10.0,21.0,61.9,0.99,156.0,239.6,2.0,Split,75.0,Controller,63.0,17.1,1.5,443 / 423 / 191,Duelist,56.2,41.32,1.68,"1,622 / 1,120 / 258",Sentinel,68.8,11.5,1.41,291 / 249 / 59,Initiator,43.8,7.9,1.61,269 / 232 / 105,Vandal,Assault Rifles,43.0,53.0,4.0,1534.0,Phantom,Assault Rifles,38.0,57.0,4.0,221.0,Ghost,Sidearms,50.0,47.0,3.0,192.0,Abyss,71.4,15.6,Pearl,64.7,11.6,Lotus,63.6,14.8,Split,58.8,10.7,Fracture,57.1,12.9,Bind,52.9,9.8,Haven,29.4,5.12
24,KRÜ biazik#teca,br,Radiant,364.0,203.0,673.0,101.0,54.0,137.6,1.04,30.3,49.5,50.0,71.5,3.0,1534.0,1468.0,563.0,206.2,1.43,0.7,194.0,66.0,1.0,50.2,Tejo,12.0,25.0,56.0,1.03,139.2,203.8,7.0,Split,60.0,Breach,9.6,18.0,55.6,1.16,136.1,211.5,8.0,Haven,63.0,Jett,5.9,11.0,45.5,1.11,142.8,221.6,7.0,Haven,50.0,Controller,50.0,2.2,1.46,51 / 50 / 22,Initiator,49.1,27.28,1.56,826 / 780 / 393,Duelist,51.6,16.15,1.27,504 / 482 / 108,Sentinel,45.5,5.6,1.24,153 / 156 / 40,Vandal,Assault Rifles,48.0,50.0,2.0,657.0,Phantom,Assault Rifles,44.0,54.0,2.0,234.0,Operator,Sniper Rifles,11.0,87.0,2.0,124.0,Pearl,57.1,8.6,Fracture,57.1,8.6,Haven,56.2,9.7,Abyss,46.2,6.7,Bind,45.5,5.6,Split,42.9,6.8,Lotus,42.1,8.11
25,myst1#ASCK,br,Immortal 3,290.0,313.0,317.0,79.0,44.0,139.2,0.98,28.3,53.2,42.0,71.9,4.0,1217.0,1241.0,420.0,202.9,1.32,0.7,137.0,56.0,0.0,51.2,Killjoy,10.0,21.0,52.4,1.17,152.8,220.2,25.0,Fracture,56.0,Skye,6.2,11.0,45.5,1.03,144.3,215.1,13.0,Bind,50.0,Cypher,6.3,10.0,40.0,0.87,129.0,193.8,12.0,Abyss,100.0,Initiator,50.0,17.17,1.38,492 / 519 / 223,Sentinel,55.3,21.17,1.28,600 / 577 / 141,Controller,66.7,4.1,1.31,101 / 115 / 50,Duelist,0.0,0.1,1.0,24 / 30 / 6,Vandal,Assault Rifles,42.0,54.0,4.0,758.0,Sheriff,Sidearms,46.0,54.0,1.0,157.0,Guardian,Assault Rifles,33.0,65.0,2.0,114.0,Pearl,72.7,8.3,Bind,58.3,7.5,Abyss,55.6,5.3,Split,53.8,7.6,Fracture,50.0,6.6,Lotus,44.4,4.5,Haven,38.5,5.8
26,krysme#jsz,br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
